LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	UN_RATE	Flag Codes
COL	HUR	TOT	PC_LF	M	2020-07	18.87553	
COL	HUR	TOT	PC_LF	M	2020-08	17.19082	
COL	HUR	TOT	PC_LF	M	2020-09	16.6774	
COL	HUR	TOT	PC_LF	M	2020-10	16.4383	
COL	HUR	TOT	PC_LF	M	2020-11	15.79442	
COL	HUR	TOT	PC_LF	M	2020-12	15.2235	
COL	HUR	TOT	PC_LF	M	2021-01	14.86108	
COL	HUR	TOT	PC_LF	M	2021-02	14.98882	
COL	HUR	TOT	PC_LF	M	2021-03	14.35075	
COL	HUR	TOT	PC_LF	M	2021-04	14.09215	
COL	HUR	TOT	PC_LF	M	2021-05	14.39372	
COL	HUR	TOT	PC_LF	M	2021-06	14.24098	
COL	HUR	TOT	PC_LF	M	2021-07	13.4282	
COL	HUR	TOT	PC_LF	M	2021-08	12.81402	
COL	HUR	TOT	PC_LF	M	2021-09	12.97052	
COL	HUR	TOT	PC_LF	M	2021-10	13.36363	
COL	HUR	TOT	PC_LF	M	2021-11	12.98232	
COL	HUR	TOT	PC_LF	M	2021-12	12.63086	
EU27_2020	HUR	TOT	PC_LF	M	2019-12	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-01	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-02	6.6	
EU27_2020	HUR	TOT	PC_LF	M	2020-03	6.5	
EU27_2020	HUR	TOT	PC_LF	M	2020-04	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-05	7	
EU27_2020	HUR	TOT	PC_LF	M	2020-06	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2020-07	7.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-08	7.8	
EU27_2020	HUR	TOT	PC_LF	M	2020-09	7.8	
EU27_2020	HUR	TOT	PC_LF	M	2020-10	7.6	
EU27_2020	HUR	TOT	PC_LF	M	2020-11	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2020-12	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-01	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-02	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-03	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2021-04	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-05	7.3	
EU27_2020	HUR	TOT	PC_LF	M	2021-06	7.1	
EU27_2020	HUR	TOT	PC_LF	M	2021-07	6.9	
EU27_2020	HUR	TOT	PC_LF	M	2021-08	6.9	
EU27_2020	HUR	TOT	PC_LF	M	2021-09	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2021-10	6.6	
EU27_2020	HUR	TOT	PC_LF	M	2021-11	6.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-12	6.4	
CRI	HUR	TOT	PC_LF	M	2019-12	12.3704	
CRI	HUR	TOT	PC_LF	M	2020-01	12.27495	
CRI	HUR	TOT	PC_LF	M	2020-02	12.52184	
CRI	HUR	TOT	PC_LF	M	2020-03	15.70129	
CRI	HUR	TOT	PC_LF	M	2020-04	20.03116	
CRI	HUR	TOT	PC_LF	M	2020-05	23.81541	
CRI	HUR	TOT	PC_LF	M	2020-06	24.20592	
CRI	HUR	TOT	PC_LF	M	2020-07	23.00119	
CRI	HUR	TOT	PC_LF	M	2020-08	21.86145	
CRI	HUR	TOT	PC_LF	M	2020-09	21.82861	
CRI	HUR	TOT	PC_LF	M	2020-10	21.32201	
CRI	HUR	TOT	PC_LF	M	2020-11	20.01788	
CRI	HUR	TOT	PC_LF	M	2020-12	19.14291	
CRI	HUR	TOT	PC_LF	M	2021-01	18.57435	
CRI	HUR	TOT	PC_LF	M	2021-02	18.76781	
CRI	HUR	TOT	PC_LF	M	2021-03	17.3308	
CRI	HUR	TOT	PC_LF	M	2021-04	17.70022	
CRI	HUR	TOT	PC_LF	M	2021-05	18.01385	
CRI	HUR	TOT	PC_LF	M	2021-06	17.42211	
CRI	HUR	TOT	PC_LF	M	2021-07	16.38313	
CRI	HUR	TOT	PC_LF	M	2021-08	15.31129	
CRI	HUR	TOT	PC_LF	M	2021-09	15.02083	
CRI	HUR	TOT	PC_LF	M	2021-10	14.42203	
